pat1,pat2,features (n),distance,,,,,
P82,P58,50,0.025094607,,,,,
P82,P58,60,0.028261145,,,,,
P82,P58,80,0.036205634,,,,,
P82,P58,100,0.043114211,,,,,
P82,P58,110,0.047517056,,,,,
P82,P59,5,0.010941351,,,,,
P82,P59,10,0.019773575,,,,,
P82,P59,15,0.024045897,,,,,
P82,P59,20,0.023484382,,,,,
P82,P59,25,0.026268779,,,,,
P82,P59,30,0.028212854,,,,,
P82,P59,40,0.029304307,,,,,
P82,P59,50,0.031367116,,,,,
P82,P59,60,0.036076423,,,,,
P82,P59,80,0.046068314,,,,,
P82,P59,100,0.053517921,,,,,
P82,P59,110,0.062435065,,,,,
P82,P62,5,0.01200148,,,,,
P82,P62,10,0.019136478,,,,,
P82,P62,15,0.019312129,,,,,
P82,P62,20,0.023537625,,,,,
P82,P62,25,0.024121194,,,,,
P82,P62,30,0.02293217,,,,,
P82,P62,40,0.026111184,,,,,
P82,P62,50,0.029218481,,,,,
P82,P62,60,0.032739679,,,,,
P82,P62,80,0.043581962,,,,,
P82,P62,100,0.052553237,,,,,
P82,P62,110,0.058087224,,,,,
P82,P67,5,0.012799893,,,,,
P82,P67,10,0.015214378,,,,,
P82,P67,15,0.02174329,,,,,
P82,P67,20,0.025339347,,,,,
P82,P67,25,0.026181494,,,,,
P82,P67,30,0.029039287,,,,,
P82,P67,40,0.031525538,,,,,
P82,P67,50,0.039558954,,,,,
P82,P67,60,0.045672472,,,,,
P82,P67,80,0.054801298,,,,,
P82,P67,100,0.064039956,,,,,
P82,P67,110,0.069825384,,,,,
P82,P68,5,0.013076576,,,,,
P82,P68,10,0.014946494,,,,,
P82,P68,15,0.019405559,,,,,
P82,P68,20,0.018956057,,,,,
P82,P68,25,0.020675785,,,,,
P82,P68,30,0.02431203,,,,,
P82,P68,40,0.026821485,,,,,
P82,P68,50,0.028846393,,,,,
P82,P68,60,0.034038998,,,,,
P82,P68,80,0.045113032,,,,,
P82,P68,100,0.052793198,,,,,
P82,P68,110,0.057903158,,,,,
P82,P71,5,0.014487868,,,,,
P82,P71,10,0.015469545,,,,,
P82,P71,15,0.019079934,,,,,
P82,P71,20,0.017740793,,,,,
P82,P71,25,0.019424282,,,,,
P82,P71,30,0.021126797,,,,,
P82,P71,40,0.022470123,,,,,
P82,P71,50,0.025267961,,,,,
P82,P71,60,0.028181157,,,,,
P82,P71,80,0.039728274,,,,,
P82,P71,100,0.050076813,,,,,
P82,P71,110,0.056104925,,,,,
P82,P82,5,0,,,,,
P82,P82,10,0,,,,,
P82,P82,15,0,,,,,
P82,P82,20,0,,,,,
P82,P82,25,0,,,,,
P82,P82,30,0,,,,,
P82,P82,40,0,,,,,
P82,P82,50,0,,,,,
P82,P82,60,0,,,,,
P82,P82,80,0,,,,,
P82,P82,100,0,,,,,
P82,P82,110,0,,,,,
P82,P88,5,0.013408104,,,,,
P82,P88,10,0.013330023,,,,,
P82,P88,15,0.017768711,,,,,
P82,P88,20,0.018485215,,,,,
P82,P88,25,0.021133014,,,,,
P82,P88,30,0.021070037,,,,,
P82,P88,40,0.024263986,,,,,
P82,P88,50,0.024924602,,,,,
P82,P88,60,0.030171075,,,,,
P82,P88,80,0.040881658,,,,,
P82,P88,100,0.051947586,,,,,
P82,P88,110,0.055173341,,,,,
P82,P92,5,0.017227625,,,,,
P82,P92,10,0.017134142,,,,,
P82,P92,15,0.018119495,,,,,
P82,P92,20,0.017384149,,,,,
P82,P92,25,0.019074204,,,,,
P82,P92,30,0.019871785,,,,,
P82,P92,40,0.023458773,,,,,
P82,P92,50,0.025171857,,,,,
P82,P92,60,0.028614262,,,,,
P82,P92,80,0.036687062,,,,,
P82,P92,100,0.046275368,,,,,
P82,P92,110,0.047510789,,,,,
P88,P1,5,0.038369727,,,,,
P88,P1,10,0.045852472,,,,,
P88,P1,15,0.047901276,,,,,
P88,P1,20,0.054493683,,,,,
P88,P1,25,0.059345278,,,,,
P88,P1,30,0.068243794,,,,,
P88,P1,40,0.076526339,,,,,
P88,P1,50,0.082860555,,,,,
P88,P1,60,0.08619558,,,,,
P88,P1,80,0.087314535,,,,,
P88,P1,100,0.087731315,,,,,
P88,P1,110,0.100715274,,,,,
P88,P19,5,0.022208927,,,,,
P88,P19,10,0.018727339,,,,,
P88,P19,15,0.018995752,,,,,
P88,P19,20,0.018807404,,,,,
P88,P19,25,0.0191922,,,,,
P88,P19,30,0.019629303,,,,,
P88,P19,40,0.020760386,,,,,
P88,P19,50,0.022702093,,,,,
P88,P19,60,0.027664949,,,,,
P88,P19,80,0.034007026,,,,,
P88,P19,100,0.038032462,,,,,
P88,P19,110,0.04239866,,,,,
P88,P24,5,0.010806285,,,,,
P88,P24,10,0.015184821,,,,,
P88,P24,15,0.0146243,,,,,
P88,P24,20,0.014801913,,,,,
P88,P24,25,0.015336399,,,,,
P88,P24,30,0.018345643,,,,,
P88,P24,40,0.020830763,,,,,
P88,P24,50,0.024359248,,,,,
P88,P24,60,0.02619045,,,,,
P88,P24,80,0.031558206,,,,,
P88,P24,100,0.037468251,,,,,
P88,P24,110,0.040424168,,,,,
P88,P26,5,0.010786828,,,,,
P88,P26,10,0.015208448,,,,,
P88,P26,15,0.017158084,,,,,
P88,P26,20,0.016036327,,,,,
P88,P26,25,0.018614035,,,,,
P88,P26,30,0.020205508,,,,,
P88,P26,40,0.023854594,,,,,
P88,P26,50,0.025684356,,,,,
P88,P26,60,0.032145977,,,,,
P88,P26,80,0.036536692,,,,,
P88,P26,100,0.04806306,,,,,
P88,P26,110,0.054505894,,,,,
P88,P51,5,0.011726567,,,,,
P88,P51,10,0.021118055,,,,,
P88,P51,15,0.025555688,,,,,
P88,P51,20,0.02894863,,,,,
P88,P51,25,0.028563396,,,,,
P88,P51,30,0.031053511,,,,,
P88,P51,40,0.033377066,,,,,
P88,P51,50,0.03781591,,,,,
P88,P51,60,0.042345153,,,,,
P88,P51,80,0.05159975,,,,,
P88,P51,100,0.063139121,,,,,
P88,P51,110,0.07029998,,,,,
P88,P56,5,0.017739195,,,,,
P88,P56,10,0.021744595,,,,,
P88,P56,15,0.021674808,,,,,
P88,P56,20,0.020069587,,,,,
P88,P56,25,0.02213302,,,,,
P88,P56,30,0.02078295,,,,,
P88,P56,40,0.023041273,,,,,
P88,P56,50,0.026064284,,,,,
P88,P56,60,0.030960251,,,,,
P88,P56,80,0.032608813,,,,,
P88,P56,100,0.036024222,,,,,
P88,P56,110,0.041972144,,,,,
P88,P61,5,0.01599799,,,,,
P88,P61,10,0.014696158,,,,,
P88,P61,15,0.015126662,,,,,
P88,P61,20,0.017138349,,,,,
P88,P61,25,0.02084503,,,,,
P88,P61,30,0.022472404,,,,,
P88,P61,40,0.026320527,,,,,
P88,P61,50,0.031266357,,,,,
P88,P61,60,0.034007258,,,,,
P88,P61,80,0.038564945,,,,,
P88,P61,100,0.043573237,,,,,
P88,P61,110,0.048544006,,,,,
P88,P66,5,0.019947633,,,,,
P88,P66,10,0.018441214,,,,,
P88,P66,15,0.019771633,,,,,
P88,P66,20,0.02093401,,,,,
P88,P66,25,0.022514364,,,,,
P88,P66,30,0.025793746,,,,,
P88,P66,40,0.029435903,,,,,
P88,P66,50,0.033144081,,,,,
P88,P66,60,0.036986073,,,,,
P88,P66,80,0.047857607,,,,,
P88,P66,100,0.056011413,,,,,
P88,P66,110,0.065382712,,,,,
P88,P76,5,0.015762415,,,,,
P88,P76,10,0.019580989,,,,,
P88,P76,15,0.022361384,,,,,
P88,P76,20,0.019864662,,,,,
P88,P76,25,0.021227567,,,,,
P88,P76,30,0.021319833,,,,,
P88,P76,40,0.023579383,,,,,
P88,P76,50,0.026536554,,,,,
P88,P76,60,0.031866183,,,,,
P88,P76,80,0.04433738,,,,,
P88,P76,100,0.049608591,,,,,
P88,P76,110,0.056744133,,,,,
P88,P95,5,0.009330625,,,,,
P88,P95,10,0.011645501,,,,,
P88,P95,15,0.015305815,,,,,
P88,P95,20,0.017954347,,,,,
P88,P95,25,0.019579706,,,,,
P88,P95,30,0.021845283,,,,,
P88,P95,40,0.024458824,,,,,
P88,P95,50,0.030267341,,,,,
P88,P95,60,0.032819823,,,,,
P88,P95,80,0.03739858,,,,,
P88,P95,100,0.043770579,,,,,
P88,P95,110,0.047823625,,,,,
P88,P27,5,0.014849415,,,,,
P88,P27,10,0.022853705,,,,,
P88,P27,15,0.02214769,,,,,
P88,P27,20,0.022572145,,,,,
P88,P27,25,0.024165488,,,,,
P88,P27,30,0.023692671,,,,,
P88,P27,40,0.025990354,,,,,
P88,P27,50,0.029394077,,,,,
P88,P27,60,0.033528195,,,,,
P88,P27,80,0.039123929,,,,,
P88,P27,100,0.047041134,,,,,
P88,P27,110,0.050821391,,,,,
P88,P32,5,0.00859918,,,,,
P88,P32,10,0.016520022,,,,,
P88,P32,15,0.015341835,,,,,
P88,P32,20,0.018957905,,,,,
P88,P32,25,0.019154857,,,,,
P88,P32,30,0.0205085,,,,,
P88,P32,40,0.024567369,,,,,
P88,P32,50,0.030224234,,,,,
P88,P32,60,0.035484559,,,,,
P88,P32,80,0.040079441,,,,,
P88,P32,100,0.045041407,,,,,
P88,P32,110,0.044821746,,,,,
P88,P39,5,0.01978252,,,,,
P88,P39,10,0.022113059,,,,,
P88,P39,15,0.023428698,,,,,
P88,P39,20,0.021412856,,,,,
P88,P39,25,0.02460639,,,,,
P88,P39,30,0.023603423,,,,,
P88,P39,40,0.026058769,,,,,
P88,P39,50,0.027704251,,,,,
P88,P39,60,0.030564347,,,,,
P88,P39,80,0.033772394,,,,,
P88,P39,100,0.044941237,,,,,
P88,P39,110,0.049389591,,,,,
P88,P58,5,0.009526627,,,,,
P88,P58,10,0.011242144,,,,,
P88,P58,15,0.012275344,,,,,
P88,P58,20,0.011952398,,,,,
P88,P58,25,0.013586788,,,,,
P88,P58,30,0.015149574,,,,,
P88,P58,40,0.017795561,,,,,
P88,P58,50,0.020628129,,,,,
P88,P58,60,0.025482552,,,,,
P88,P58,80,0.032134347,,,,,
P88,P58,100,0.034545254,,,,,
P88,P58,110,0.038183965,,,,,
P88,P59,5,0.016294835,,,,,
P88,P59,10,0.019747283,,,,,
P88,P59,15,0.019930282,,,,,
P88,P59,20,0.022771916,,,,,
P88,P59,25,0.025124427,,,,,
P88,P59,30,0.026368142,,,,,
P88,P59,40,0.029243178,,,,,
P88,P59,50,0.031593261,,,,,
P88,P59,60,0.037395479,,,,,
P88,P59,80,0.043708514,,,,,
P88,P59,100,0.048201318,,,,,
P88,P59,110,0.053169671,,,,,
P88,P62,5,0.013262148,,,,,
P88,P62,10,0.022895234,,,,,
P88,P62,15,0.025855303,,,,,
P88,P62,20,0.025781129,,,,,
P88,P62,25,0.025889631,,,,,
P88,P62,30,0.024976296,,,,,
P88,P62,40,0.027547427,,,,,
P88,P62,50,0.029098064,,,,,
P88,P62,60,0.032207238,,,,,
P88,P62,80,0.042428357,,,,,
P88,P62,100,0.053960714,,,,,
P88,P62,110,0.05844585,,,,,
P88,P67,5,0.006302467,,,,,
P88,P67,10,0.014029071,,,,,
P88,P67,15,0.015387844,,,,,
P88,P67,20,0.017909267,,,,,
P88,P67,25,0.019056791,,,,,
P88,P67,30,0.020910169,,,,,
P88,P67,40,0.022948926,,,,,
P88,P67,50,0.029722591,,,,,
P88,P67,60,0.035044312,,,,,
P88,P67,80,0.039057624,,,,,
P88,P67,100,0.057181342,,,,,
P88,P67,110,0.061183848,,,,,
P88,P68,5,0.019829174,,,,,
P88,P68,10,0.016751551,,,,,
P88,P68,15,0.016162559,,,,,
P88,P68,20,0.017613807,,,,,
P88,P68,25,0.017955711,,,,,
P88,P68,30,0.022051526,,,,,
P88,P68,40,0.02539238,,,,,
P88,P68,50,0.026930651,,,,,
P88,P68,60,0.035091156,,,,,
P88,P68,80,0.045778774,,,,,
P88,P68,100,0.053593101,,,,,
P88,P68,110,0.06028139,,,,,
P88,P71,5,0.018509572,,,,,
P88,P71,10,0.016852127,,,,,
P88,P71,15,0.019034404,,,,,
P88,P71,20,0.019449108,,,,,
P88,P71,25,0.021285982,,,,,
P88,P71,30,0.023033353,,,,,
P88,P71,40,0.024487204,,,,,
P88,P71,50,0.027039019,,,,,
P88,P71,60,0.029081191,,,,,
P88,P71,80,0.033121859,,,,,
P88,P71,100,0.037809923,,,,,
P88,P71,110,0.041386494,,,,,
P88,P82,5,0.013408104,,,,,
P88,P82,10,0.013330023,,,,,
P88,P82,15,0.017768711,,,,,
P88,P82,20,0.018485215,,,,,
P88,P82,25,0.021133014,,,,,
P88,P82,30,0.021070037,,,,,
P88,P82,40,0.024263986,,,,,
P88,P82,50,0.024924602,,,,,
P88,P82,60,0.030171075,,,,,
P88,P82,80,0.040881658,,,,,
P88,P82,100,0.051947586,,,,,
P88,P82,110,0.055173341,,,,,
P88,P88,5,0,,,,,
P88,P88,10,0,,,,,
P88,P88,15,0,,,,,
P88,P88,20,0,,,,,
P88,P88,25,0,,,,,
P88,P88,30,0,,,,,
P88,P88,40,0,,,,,
P88,P88,50,0,,,,,
P88,P88,60,0,,,,,
P88,P88,80,0,,,,,
P88,P88,100,0,,,,,
P88,P88,110,0,,,,,
P88,P92,5,0.02163537,,,,,
P88,P92,10,0.016935097,,,,,
P88,P92,15,0.015344934,,,,,
P88,P92,20,0.017018713,,,,,
P88,P92,25,0.019541197,,,,,
P88,P92,30,0.019676568,,,,,
P88,P92,40,0.023236312,,,,,
P88,P92,50,0.024528328,,,,,
P88,P92,60,0.026134336,,,,,
P88,P92,80,0.030902117,,,,,
P88,P92,100,0.035236403,,,,,
P88,P92,110,0.036843388,,,,,
P92,P1,5,0.042823918,,,,,
P92,P1,10,0.050439435,,,,,
P92,P1,15,0.05087127,,,,,
P92,P1,20,0.053937422,,,,,
P92,P1,25,0.055784897,,,,,
P92,P1,30,0.06391808,,,,,
P92,P1,40,0.070981011,,,,,
P92,P1,50,0.078199328,,,,,
P92,P1,60,0.081619323,,,,,
P92,P1,80,0.085370477,,,,,
P92,P1,100,0.090528422,,,,,
P92,P1,110,0.104942892,,,,,
P92,P19,5,0.01980879,,,,,
P92,P19,10,0.019703916,,,,,
P92,P19,15,0.020235632,,,,,
P92,P19,20,0.021267606,,,,,
P92,P19,25,0.021817902,,,,,
P92,P19,30,0.021039286,,,,,
P92,P19,40,0.02345106,,,,,
P92,P19,50,0.026429346,,,,,
P92,P19,60,0.028595781,,,,,
P92,P19,80,0.036134371,,,,,
P92,P19,100,0.040434971,,,,,
P92,P19,110,0.043567337,,,,,
P92,P24,5,0.025768038,,,,,
P92,P24,10,0.021606839,,,,,
P92,P24,15,0.019958009,,,,,
P92,P24,20,0.020436598,,,,,
P92,P24,25,0.02142037,,,,,
P92,P24,30,0.023807578,,,,,
P92,P24,40,0.029020444,,,,,
P92,P24,50,0.032964243,,,,,
P92,P24,60,0.032445678,,,,,
P92,P24,80,0.03885361,,,,,
P92,P24,100,0.049957968,,,,,
P92,P24,110,0.054735926,,,,,
P92,P26,5,0.012124653,,,,,
P92,P26,10,0.014610356,,,,,
P92,P26,15,0.01677013,,,,,
P92,P26,20,0.016913553,,,,,
P92,P26,25,0.017585331,,,,,
P92,P26,30,0.016500864,,,,,
P92,P26,40,0.020206832,,,,,
P92,P26,50,0.023009216,,,,,
P92,P26,60,0.024871063,,,,,
P92,P26,80,0.02991327,,,,,
P92,P26,100,0.042797864,,,,,
P92,P26,110,0.048410945,,,,,
P92,P51,5,0.028649346,,,,,
P92,P51,10,0.030561382,,,,,
P92,P51,15,0.033091077,,,,,
P92,P51,20,0.03759401,,,,,
P92,P51,25,0.035838943,,,,,
P92,P51,30,0.037237883,,,,,
P92,P51,40,0.037817946,,,,,
P92,P51,50,0.040797904,,,,,
P92,P51,60,0.044998834,,,,,
P92,P51,80,0.054642317,,,,,
P92,P51,100,0.070149242,,,,,
P92,P51,110,0.077956857,,,,,
P92,P56,5,0.017186792,,,,,
P92,P56,10,0.022380784,,,,,
P92,P56,15,0.023339866,,,,,
P92,P56,20,0.023386077,,,,,
P92,P56,25,0.024898773,,,,,
P92,P56,30,0.023534274,,,,,
P92,P56,40,0.025589437,,,,,
P92,P56,50,0.026161401,,,,,
P92,P56,60,0.028985398,,,,,
P92,P56,80,0.035944802,,,,,
P92,P56,100,0.047226101,,,,,
P92,P56,110,0.055041112,,,,,
P92,P61,5,0.018297046,,,,,
P92,P61,10,0.021119805,,,,,
P92,P61,15,0.020789531,,,,,
P92,P61,20,0.021871353,,,,,
P92,P61,25,0.023060621,,,,,
P92,P61,30,0.0239004,,,,,
P92,P61,40,0.026555516,,,,,
P92,P61,50,0.030699843,,,,,
P92,P61,60,0.035281463,,,,,
P92,P61,80,0.044011867,,,,,
P92,P61,100,0.049424161,,,,,
P92,P61,110,0.051327119,,,,,
P92,P66,5,0.014461949,,,,,
P92,P66,10,0.017369132,,,,,
P92,P66,15,0.020806837,,,,,
P92,P66,20,0.025044822,,,,,
P92,P66,25,0.027496731,,,,,
P92,P66,30,0.02813553,,,,,
P92,P66,40,0.0328018,,,,,
P92,P66,50,0.035962969,,,,,
P92,P66,60,0.038769054,,,,,
P92,P66,80,0.048684296,,,,,
P92,P66,100,0.057010713,,,,,
P92,P66,110,0.06332023,,,,,
P92,P76,5,0.015075726,,,,,
P92,P76,10,0.019362525,,,,,
P92,P76,15,0.022681059,,,,,
P92,P76,20,0.024155792,,,,,
P92,P76,25,0.02608007,,,,,
P92,P76,30,0.024469261,,,,,
P92,P76,40,0.027296967,,,,,
P92,P76,50,0.028750089,,,,,
P92,P76,60,0.031320549,,,,,
P92,P76,80,0.040731916,,,,,
P92,P76,100,0.047102113,,,,,
P92,P76,110,0.050678496,,,,,
P92,P95,5,0.026040896,,,,,
P92,P95,10,0.021739898,,,,,
P92,P95,15,0.020915931,,,,,
P92,P95,20,0.01957005,,,,,
P92,P95,25,0.018982342,,,,,
P92,P95,30,0.019706661,,,,,
P92,P95,40,0.022406257,,,,,
P92,P95,50,0.026452213,,,,,
P92,P95,60,0.028888116,,,,,
P92,P95,80,0.040648652,,,,,
P92,P95,100,0.050720863,,,,,
P92,P95,110,0.054349653,,,,,
P92,P27,5,0.023332684,,,,,
P92,P27,10,0.025728352,,,,,
P92,P27,15,0.023677351,,,,,
P92,P27,20,0.02284239,,,,,
P92,P27,25,0.023871667,,,,,
P92,P27,30,0.023260603,,,,,
P92,P27,40,0.027179815,,,,,
P92,P27,50,0.030513067,,,,,
P92,P27,60,0.032011895,,,,,
P92,P27,80,0.039656007,,,,,
P92,P27,100,0.050254164,,,,,
P92,P27,110,0.051813226,,,,,
P92,P32,5,0.024747096,,,,,
P92,P32,10,0.025114678,,,,,
P92,P32,15,0.021391721,,,,,
P92,P32,20,0.021714614,,,,,
P92,P32,25,0.024682427,,,,,
P92,P32,30,0.025930959,,,,,
P92,P32,40,0.031910562,,,,,
P92,P32,50,0.036246679,,,,,
P92,P32,60,0.036940813,,,,,
P92,P32,80,0.047995389,,,,,
P92,P32,100,0.055292104,,,,,
P92,P32,110,0.056585725,,,,,
P92,P39,5,0.018078955,,,,,
P92,P39,10,0.021527266,,,,,
P92,P39,15,0.023300344,,,,,
P92,P39,20,0.02429306,,,,,
P92,P39,25,0.028488558,,,,,
P92,P39,30,0.026535463,,,,,
P92,P39,40,0.028223865,,,,,
P92,P39,50,0.028908545,,,,,
P92,P39,60,0.030149001,,,,,
P92,P39,80,0.03457359,,,,,
P92,P39,100,0.045730655,,,,,
P92,P39,110,0.047704445,,,,,
P92,P58,5,0.013944377,,,,,
P92,P58,10,0.016374089,,,,,
P92,P58,15,0.016868805,,,,,
P92,P58,20,0.016846445,,,,,
P92,P58,25,0.017281064,,,,,
P92,P58,30,0.016280392,,,,,
P92,P58,40,0.019227881,,,,,
P92,P58,50,0.022335879,,,,,
P92,P58,60,0.024088062,,,,,
P92,P58,80,0.029578195,,,,,
P92,P58,100,0.032403142,,,,,
P92,P58,110,0.035423281,,,,,
P92,P59,5,0.018389837,,,,,
P92,P59,10,0.023037862,,,,,
P92,P59,15,0.022274649,,,,,
P92,P59,20,0.022023846,,,,,
P92,P59,25,0.02215057,,,,,
P92,P59,30,0.021068313,,,,,
P92,P59,40,0.024108691,,,,,
P92,P59,50,0.024519845,,,,,
P92,P59,60,0.027281454,,,,,
P92,P59,80,0.037073292,,,,,
P92,P59,100,0.0424855,,,,,
P92,P59,110,0.047986832,,,,,
P92,P62,5,0.017669012,,,,,
P92,P62,10,0.022923824,,,,,
P92,P62,15,0.02362259,,,,,
P92,P62,20,0.027284812,,,,,
P92,P62,25,0.028565137,,,,,
P92,P62,30,0.027508565,,,,,
P92,P62,40,0.031731201,,,,,
P92,P62,50,0.034089051,,,,,
P92,P62,60,0.03698431,,,,,
P92,P62,80,0.050465322,,,,,
P92,P62,100,0.062865643,,,,,
P92,P62,110,0.064713745,,,,,
P92,P67,5,0.022407754,,,,,
P92,P67,10,0.024543259,,,,,
P92,P67,15,0.024882563,,,,,
P92,P67,20,0.02933369,,,,,
P92,P67,25,0.0302575,,,,,
P92,P67,30,0.030578712,,,,,
P92,P67,40,0.034002217,,,,,
P92,P67,50,0.040083392,,,,,
P92,P67,60,0.043575171,,,,,
P92,P67,80,0.048498913,,,,,
P92,P67,100,0.065830526,,,,,
P92,P67,110,0.068476409,,,,,
P92,P68,5,0.017210125,,,,,
P92,P68,10,0.015269309,,,,,
P92,P68,15,0.016448005,,,,,
P92,P68,20,0.018345789,,,,,
P92,P68,25,0.018254524,,,,,
P92,P68,30,0.020338046,,,,,
P92,P68,40,0.024074522,,,,,
P92,P68,50,0.025424068,,,,,
P92,P68,60,0.031226591,,,,,
P92,P68,80,0.041295256,,,,,
P92,P68,100,0.047942907,,,,,
P92,P68,110,0.050655252,,,,,
P92,P71,5,0.01318188,,,,,
P92,P71,10,0.013775496,,,,,
P92,P71,15,0.014707219,,,,,
P92,P71,20,0.015308242,,,,,
P92,P71,25,0.015108203,,,,,
P92,P71,30,0.014838012,,,,,
P92,P71,40,0.018158758,,,,,
P92,P71,50,0.020786463,,,,,
P92,P71,60,0.021365647,,,,,
P92,P71,80,0.0281708,,,,,
P92,P71,100,0.032647213,,,,,
P92,P71,110,0.0362537,,,,,
P92,P82,5,0.017227625,,,,,
P92,P82,10,0.017134142,,,,,
P92,P82,15,0.018119495,,,,,
P92,P82,20,0.017384149,,,,,
P92,P82,25,0.019074204,,,,,
P92,P82,30,0.019871785,,,,,
P92,P82,40,0.023458773,,,,,
P92,P82,50,0.025171857,,,,,
P92,P82,60,0.028614262,,,,,
P92,P82,80,0.036687062,,,,,
P92,P82,100,0.046275368,,,,,
P92,P82,110,0.047510789,,,,,
P92,P88,5,0.02163537,,,,,
P92,P88,10,0.016935097,,,,,
P92,P88,15,0.015344934,,,,,
P92,P88,20,0.017018713,,,,,
P92,P88,25,0.019541197,,,,,
P92,P88,30,0.019676568,,,,,
P92,P88,40,0.023236312,,,,,
P92,P88,50,0.024528328,,,,,
P92,P88,60,0.026134336,,,,,
P92,P88,80,0.030902117,,,,,
P92,P88,100,0.035236403,,,,,
P92,P88,110,0.036843388,,,,,
P92,P92,5,0,,,,,
P92,P92,10,0,,,,,
P92,P92,15,0,,,,,
P92,P92,20,0,,,,,
P92,P92,25,0,,,,,
P92,P92,30,0,,,,,
P92,P92,40,0,,,,,
P92,P92,50,0,,,,,
P92,P92,60,0,,,,,
P92,P92,80,0,,,,,
P92,P92,100,0,,,,,
P92,P92,110,0,,,,,
